timepoint,year,block,plot,transect_name,initial_state,treatment_type,dispersal_treatment,cm_location,species_code,genus,species,count,notes
t0,2020,2,5,2_5,log,gap,after,4,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,2,5,2_5,log,gap,after,6,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,2,5,2_5,log,gap,after,13,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,2,5,2_5,log,gap,after,19,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,2,14,2_14,log,insitu_pvc,before,7,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,2,22,2_22,open,open,NA,4,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,7,28,7_28,open,open,NA,2,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,7,28,7_28,open,open,NA,12,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,7,28,7_28,open,open,NA,17,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t0,2020,7,31,7_31,open,open,NA,3,chau,Chelianthes,austrotenuifolia,1,Recorded as cheilanthes
t1,2021,2,5,2_5,log,gap,after,7,chau,Chelianthes,austrotenuifolia,2,Accidentally recorded as chas on data sheets
t1,2021,2,5,2_5,log,gap,after,11,chau,Chelianthes,austrotenuifolia,2,Accidentally recorded as chas on data sheets
t1,2021,2,5,2_5,log,gap,after,13,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,5,2_5,log,gap,after,15,chau,Chelianthes,austrotenuifolia,2,Accidentally recorded as chas on data sheets
t1,2021,2,5,2_5,log,gap,after,16,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,5,2_5,log,gap,after,19,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,14,2_14,log,insitu_pvc,before,17,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,2,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,3,chau,Chelianthes,austrotenuifolia,3,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,4,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,11,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,16,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,17,chau,Chelianthes,austrotenuifolia,4,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,18,chau,Chelianthes,austrotenuifolia,2,Accidentally recorded as chas on data sheets
t1,2021,2,22,2_22,open,open,NA,19,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,6,22,6_22,open,open,NA,16,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,7,28,7_28,open,open,NA,17,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,7,28,7_28,open,open,NA,18,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t1,2021,7,31,7_31,open,open,NA,6,chau,Chelianthes,austrotenuifolia,1,Accidentally recorded as chas on data sheets
t0,2020,1,32,1_32,open,open,NA,19,chps,Chthonocephalus,pseudevax,1,
t0,2020,3,5,3_5,log,gap,before,10,chps,Chthonocephalus,pseudevax,1,
t0,2020,3,6,3_6,log,gap,after,15,chps,Chthonocephalus,pseudevax,1,
t0,2020,3,21,3_21,open,open,NA,11,chps,Chthonocephalus,pseudevax,1,
t0,2020,3,21,3_21,open,open,NA,20,chps,Chthonocephalus,pseudevax,1,
t0,2020,4,19,4_19,open,open,NA,10,chps,Chthonocephalus,pseudevax,1,
t0,2020,4,twenty,4_20,open,open,before,2,chps,Chthonocephalus,pseudevax,1,
t0,2020,5,26,5_26,open,open_with_pvc,before,15,chps,Chthonocephalus,pseudevax,1,
t0,2020,5,29,5_29,open,open_with_pvc,after,3,chps,Chthonocephalus,pseudevax,1,
t0,2020,5,32,5_32,open,open_with_log,after,1,chps,Chthonocephalus,pseudevax,1,
t0,2020,5,32,5_32,open,open_with_log,after,2,chps,Chthonocephalus,pseudevax,1,
t0,2020,5,32,5_32,open,open_with_log,after,3,chps,Chthonocephalus,pseudevax,1,
t0,2020,6,2,6_2,log,insitu_pvc,before,1,chps,Chthonocephalus,pseudevax,1,
t0,2020,6,2,6_2,log,insitu_pvc,before,10,chps,Chthonocephalus,pseudevax,1,
t0,2020,6,twenty,6_20,open,open_with_log,before,15,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,31,1_31,open,open,NA,0,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,31,1_31,open,open,NA,3,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,31,1_31,open,open,NA,19,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,32,1_32,open,open,NA,14,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,32,1_32,open,open,NA,15,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,32,1_32,open,open,NA,20,chps,Chthonocephalus,pseudevax,1,
t1,2021,1,32,1_32,open,open,NA,21,chps,Chthonocephalus,pseudevax,1,transect 21 cm long
t1,2021,3,5,3_5,log,gap,before,10,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,1,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,2,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,6,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,7,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,11,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,12,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,21,3_21,open,open,NA,20,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,24,3_24,open,open_with_log,before,4,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,25,3_25,open,open_with_pvc,before,18,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,26,3_26,open,open,NA,7,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,26,3_26,open,open,NA,19,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,26,3_26,open,open,NA,20,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,26,3_26,open,open,NA,21,chps,Chthonocephalus,pseudevax,1,transect 21 cm long
t1,2021,4,13,4_13,log,insitu_pvc,after,16,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,16,4_16,log,insitu_log,after,17,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,4,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,5,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,12,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,13,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,14,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,18,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,19,4_19,open,open,NA,19,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,27,4_27,open,open,NA,3,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,27,4_27,open,open,NA,8,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,27,4_27,open,open,NA,9,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,ten,4_10,log,insitu_log,before,14,chps,Chthonocephalus,pseudevax,1,
t1,2021,4,twenty,4_20,open,open,before,2,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,3,5_3,open,open,NA,16,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,25,5_25,open,open,NA,0,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,26,5_26,open,open_with_pvc,before,14,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,26,5_26,open,open_with_pvc,before,15,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,26,5_26,open,open_with_pvc,before,20,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,twenty,5_20,open,open,NA,9,chps,Chthonocephalus,pseudevax,1,
t1,2021,5,twenty,5_20,open,open,NA,10,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,0,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,1,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,10,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,11,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,21,6_21,open,open,NA,6,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,27,6_27,open,open,NA,0,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,31,6_31,open,open,NA,7,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,6,chps,Chthonocephalus,pseudevax,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,17,chps,Chthonocephalus,pseudevax,1,
t1,2021,7,6,7_6,log,gap,after,12,chps,Chthonocephalus,pseudevax,1,
t1,2021,7,6,7_6,log,gap,after,13,chps,Chthonocephalus,pseudevax,1,
t1,2021,7,6,7_6,log,gap,after,18,chps,Chthonocephalus,pseudevax,1,
t1,2021,7,17,7_17,open,open_with_log,after,8,chps,Chthonocephalus,pseudevax,1,
t1,2021,7,17,7_17,open,open_with_log,after,18,chps,Chthonocephalus,pseudevax,1,
t1,2021,3,16,3_16,log,insitu_pvc,before,21,crcl,Crassula,closiana,1,transect 21 cm long
t1,2021,4,12,4_12,log,insitu_pvc,after,17,crcl,Crassula,closiana,1,
t1,2021,6,4,6_4,log,gap,after,4,crcl,Crassula,closiana,1,
t0,2020,1,17,1_17,open,open,NA,20,crco,Crassula,colorata,1,
t0,2020,1,ten,1_10,log,insitu_pvc,after,2,crco,Crassula,colorata,1,
t0,2020,2,16,2_16,log,insitu_log,after,19,crco,Crassula,colorata,1,
t0,2020,3,6,3_6,log,gap,after,5,crco,Crassula,colorata,1,
t0,2020,3,21,3_21,open,open,NA,4,crco,Crassula,colorata,2,
t0,2020,3,29,3_29,open,open_with_pvc,after,4,crco,Crassula,colorata,1,
t0,2020,4,2,4_2,log,insitu_pvc,before,10,crco,Crassula,colorata,1,
t0,2020,4,14,4_14,log,insitu_log,after,11,crco,Crassula,colorata,1,
t0,2020,4,16,4_16,log,insitu_log,after,1,crco,Crassula,colorata,3,
t0,2020,4,16,4_16,log,insitu_log,after,13,crco,Crassula,colorata,2,
t0,2020,4,17,4_17,open,open_with_log,before,19,crco,Crassula,colorata,1,
t0,2020,4,19,4_19,open,open,NA,1,crco,Crassula,colorata,1,
t0,2020,5,2,5_2,log,gap,before,18,crco,Crassula,colorata,1,
t0,2020,5,3,5_3,open,open,NA,2,crco,Crassula,colorata,1,
t0,2020,5,3,5_3,open,open,NA,3,crco,Crassula,colorata,1,
t0,2020,5,3,5_3,open,open,NA,4,crco,Crassula,colorata,1,
t0,2020,5,3,5_3,open,open,NA,16,crco,Crassula,colorata,1,
t0,2020,5,4,5_4,log,gap,before,18,crco,Crassula,colorata,1,
t0,2020,5,9,5_9,log,insitu_pvc,before,18,crco,Crassula,colorata,1,
t0,2020,5,15,5_15,log,insitu_log,after,11,crco,Crassula,colorata,1,
t0,2020,5,18,5_18,open,open_with_log,before,1,crco,Crassula,colorata,1,
t0,2020,5,18,5_18,open,open_with_log,before,4,crco,Crassula,colorata,1,
t0,2020,5,18,5_18,open,open_with_log,before,5,crco,Crassula,colorata,1,
t0,2020,5,18,5_18,open,open_with_log,before,7,crco,Crassula,colorata,1,
t0,2020,5,25,5_25,open,open,NA,12,crco,Crassula,colorata,1,
t0,2020,5,27,5_27,open,open_with_log,after,17,crco,Crassula,colorata,1,
t0,2020,6,7,6_7,log,gap,after,3,crco,Crassula,colorata,1,
t0,2020,6,7,6_7,log,gap,after,4,crco,Crassula,colorata,1,
t0,2020,6,7,6_7,log,gap,after,7,crco,Crassula,colorata,1,
t0,2020,6,8,6_8,log,gap,before,15,crco,Crassula,colorata,1,
t0,2020,6,22,6_22,open,open,NA,6,crco,Crassula,colorata,1,
t0,2020,6,24,6_24,open,open_with_pvc,after,8,crco,Crassula,colorata,1,
t0,2020,6,28,6_28,open,open_with_log,after,2,crco,Crassula,colorata,1,
t0,2020,6,28,6_28,open,open_with_log,after,7,crco,Crassula,colorata,1,
t0,2020,6,28,6_28,open,open_with_log,after,16,crco,Crassula,colorata,1,
t0,2020,7,15,7_15,log,insitu_log,after,12,crco,Crassula,colorata,1,
t0,2020,7,22,7_22,open,open,NA,6,crco,Crassula,colorata,1,
t1,2021,1,8,1_8,log,gap,after,4,crco,Crassula,colorata,1,
t1,2021,1,8,1_8,log,gap,after,12,crco,Crassula,colorata,1,
t1,2021,1,8,1_8,log,gap,after,16,crco,Crassula,colorata,1,
t1,2021,1,17,1_17,open,open,NA,2,crco,Crassula,colorata,1,
t1,2021,1,17,1_17,open,open,NA,16,crco,Crassula,colorata,1,
t1,2021,1,17,1_17,open,open,NA,18,crco,Crassula,colorata,1,
t1,2021,1,17,1_17,open,open,NA,21,crco,Crassula,colorata,1,transect 21 cm long
t1,2021,1,18,1_18,open,open_with_log,after,9,crco,Crassula,colorata,1,
t1,2021,1,19,1_19,open,open,NA,4,crco,Crassula,colorata,1,
t1,2021,1,32,1_32,open,open,NA,2,crco,Crassula,colorata,1,Tree fallen above plot (but not touching)
t1,2021,1,32,1_32,open,open,NA,6,crco,Crassula,colorata,1,
t1,2021,1,ten,1_10,log,insitu_pvc,after,0,crco,Crassula,colorata,1,
t1,2021,1,ten,1_10,log,insitu_pvc,after,4,crco,Crassula,colorata,1,
t1,2021,1,ten,1_10,log,insitu_pvc,after,12,crco,Crassula,colorata,1,
t1,2021,2,13,2_13,log,gap,before,2,crco,Crassula,colorata,1,
t1,2021,2,15,2_15,log,insitu_log,after,1,crco,Crassula,colorata,1,
t1,2021,2,17,2_17,open,open_with_log,after,15,crco,Crassula,colorata,1,
t1,2021,2,21,2_21,open,open_with_pvc,after,10,crco,Crassula,colorata,1,
t1,2021,2,24,2_24,open,open_with_log,after,2,crco,Crassula,colorata,1,
t1,2021,3,23,3_23,open,open_with_log,after,15,crco,Crassula,colorata,1,
t1,2021,3,26,3_26,open,open,NA,10,crco,Crassula,colorata,1,
t1,2021,3,29,3_29,open,open_with_pvc,after,12,crco,Crassula,colorata,1,
t1,2021,4,2,4_2,log,insitu_pvc,before,17,crco,Crassula,colorata,1,
t1,2021,4,3,4_3,log,gap,after,18,crco,Crassula,colorata,1,
t1,2021,4,4,4_4,log,gap,before,21,crco,Crassula,colorata,1,transect 21 cm long
t1,2021,4,5,4_5,log,gap,before,5,crco,Crassula,colorata,1,
t1,2021,4,5,4_5,log,gap,before,7,crco,Crassula,colorata,1,
t1,2021,4,5,4_5,log,gap,before,19,crco,Crassula,colorata,1,
t1,2021,4,6,4_6,log,gap,after,12,crco,Crassula,colorata,1,
t1,2021,4,7,4_7,log,gap,after,3,crco,Crassula,colorata,1,
t1,2021,4,7,4_7,log,gap,after,8,crco,Crassula,colorata,1,
t1,2021,4,7,4_7,log,gap,after,16,crco,Crassula,colorata,1,
t1,2021,4,7,4_7,log,gap,after,21,crco,Crassula,colorata,1,transect 21 cm long
t1,2021,4,12,4_12,log,insitu_pvc,after,7,crco,Crassula,colorata,1,
t1,2021,4,13,4_13,log,insitu_pvc,after,14,crco,Crassula,colorata,1,
t1,2021,4,13,4_13,log,insitu_pvc,after,16,crco,Crassula,colorata,1,
t1,2021,4,13,4_13,log,insitu_pvc,after,18,crco,Crassula,colorata,1,
t1,2021,4,13,4_13,log,insitu_pvc,after,20,crco,Crassula,colorata,1,
t1,2021,4,19,4_19,open,open,NA,15,crco,Crassula,colorata,1,
t1,2021,4,22,4_22,open,open_with_pvc,before,11,crco,Crassula,colorata,1,
t1,2021,5,2,5_2,log,gap,before,2,crco,Crassula,colorata,1,
t1,2021,5,2,5_2,log,gap,before,14,crco,Crassula,colorata,1,
t1,2021,5,3,5_3,open,open,NA,4,crco,Crassula,colorata,1,
t1,2021,5,3,5_3,open,open,NA,6,crco,Crassula,colorata,1,
t1,2021,5,4,5_4,log,gap,before,6,crco,Crassula,colorata,1,
t1,2021,5,4,5_4,log,gap,before,7,crco,Crassula,colorata,1,
t1,2021,5,4,5_4,log,gap,before,17,crco,Crassula,colorata,1,
t1,2021,5,7,5_7,log,gap,after,16,crco,Crassula,colorata,1,
t1,2021,5,8,5_8,log,gap,after,4,crco,Crassula,colorata,1,
t1,2021,5,13,5_13,log,gap,after,1,crco,Crassula,colorata,1,
t1,2021,5,18,5_18,open,open_with_log,before,19,crco,Crassula,colorata,1,
t1,2021,5,19,5_19,open,open,NA,15,crco,Crassula,colorata,1,
t1,2021,5,27,5_27,open,open_with_log,after,11,crco,Crassula,colorata,1,
t1,2021,6,7,6_7,log,gap,after,11,crco,Crassula,colorata,1,
t1,2021,6,8,6_8,log,gap,before,2,crco,Crassula,colorata,1,
t1,2021,6,8,6_8,log,gap,before,11,crco,Crassula,colorata,1,
t1,2021,7,4,7_4,log,gap,after,10,crco,Crassula,colorata,1,
t1,2021,7,5,7_5,log,gap,before,11,crco,Crassula,colorata,1,
t1,2021,7,6,7_6,log,gap,after,2,crco,Crassula,colorata,1,
t1,2021,7,6,7_6,log,gap,after,3,crco,Crassula,colorata,1,
t1,2021,7,17,7_17,open,open_with_log,after,11,crco,Crassula,colorata,1,
t1,2021,7,23,7_23,open,open,NA,6,crco,Crassula,colorata,1,
t1,2021,7,23,7_23,open,open,NA,14,crco,Crassula,colorata,1,
t1,2021,7,29,7_29,open,open,NA,2,crco,Crassula,colorata,1,
t1,2021,7,thirty,7_30,open,open,NA,5,crco,Crassula,colorata,1,
t1,2021,1,18,1_18,open,open_with_log,after,17,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,1,24,1_24,open,open_with_pvc,after,10,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,3,13,3_13,log,gap,before,11,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,3,18,3_18,open,open,NA,14,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,3,21,3_21,open,open,NA,16,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,3,25,3_25,open,open_with_pvc,before,8,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,3,twenty,3_20,open,open,NA,19,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,8,4_8,log,gap,after,4,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,8,4_8,log,gap,after,7,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,8,4_8,log,gap,after,8,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,9,4_9,log,gap,before,6,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,9,4_9,log,gap,before,10,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,9,4_9,log,gap,before,21,cusp,Cuscata,sp.,1,transect 21 cm long. Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,13,4_13,log,insitu_pvc,after,9,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,17,4_17,open,open_with_log,before,13,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,17,4_17,open,open_with_log,before,16,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,17,4_17,open,open_with_log,before,20,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,31,4_31,open,open_with_log,before,2,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,31,4_31,open,open_with_log,before,12,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,31,4_31,open,open_with_log,before,13,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,31,4_31,open,open_with_log,before,14,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,31,4_31,open,open_with_log,before,17,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,4,thirty,4_30,open,open,NA,3,cusp,Cuscata,sp.,1,
t1,2021,5,2,5_2,log,gap,before,17,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,6,5_6,log,gap,after,16,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,8,5_8,log,gap,after,19,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,8,5_8,log,gap,after,21,cusp,Cuscata,sp.,1,transect 21 cm long. Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,15,5_15,log,insitu_log,after,20,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,19,5_19,open,open,NA,18,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,19,5_19,open,open,NA,19,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,5,22,5_22,open,open,NA,14,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t1,2021,6,16,6_16,log,insitu_log,after,4,cusp,Cuscata,sp.,1,Recorded as 'cuscuta' but coded as cusp.
t0,2020,1,8,1_8,log,gap,after,18,dagl,Daucus,glochidiatus,1,Recorded as 'daucus'
t0,2020,5,28,5_28,open,open_with_pvc,after,10,dagl,Daucus,glochidiatus,1,
t1,2021,1,28,1_28,open,open_with_log,after,6,dagl,Daucus,glochidiatus,1,
t1,2021,4,2,4_2,log,insitu_pvc,before,21,dagl,Daucus,glochidiatus,1,transect 21 cm long
t1,2021,5,18,5_18,open,open_with_log,before,7,dagl,Daucus,glochidiatus,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,5,dagl,Daucus,glochidiatus,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,10,dagl,Daucus,glochidiatus,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,11,dagl,Daucus,glochidiatus,1,
t1,2021,5,29,5_29,open,open_with_pvc,after,12,dagl,Daucus,glochidiatus,1,
t1,2021,6,18,6_18,open,open_with_log,before,12,dagl,Daucus,glochidiatus,1,
t1,2021,3,17,3_17,open,open_with_pvc,before,5,ento,Enchylaena ,tomentosa,1,
t1,2021,3,17,3_17,open,open_with_pvc,before,7,ento,Enchylaena ,tomentosa,1,
t1,2021,1,5,1_5,log,gap,after,21,ercy,Erodium,cygnorum,1,transect 21 cm long
t1,2021,1,8,1_8,log,gap,after,17,ercy,Erodium,cygnorum,1,
t1,2021,1,14,1_14,log,insitu_log,after,8,ercy,Erodium,cygnorum,1,
t1,2021,1,28,1_28,open,open_with_log,after,12,ercy,Erodium,cygnorum,1,
t1,2021,1,29,1_29,open,open_with_pvc,after,8,ercy,Erodium,cygnorum,1,
t1,2021,2,1,2_1,log,gap,after,7,ercy,Erodium,cygnorum,1,
t1,2021,2,1,2_1,log,gap,after,8,ercy,Erodium,cygnorum,1,
t1,2021,3,15,3_15,log,insitu_log,after,6,ercy,Erodium,cygnorum,1,
t1,2021,4,14,4_14,log,insitu_log,after,11,ercy,Erodium,cygnorum,1,
t1,2021,4,15,4_15,log,gap,before,18,ercy,Erodium,cygnorum,1,
t1,2021,5,12,5_12,log,insitu_pvc,after,20,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,0,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,8,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,11,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,12,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,14,ercy,Erodium,cygnorum,1,
t1,2021,5,28,5_28,open,open_with_pvc,after,19,ercy,Erodium,cygnorum,1,
t1,2021,6,12,6_12,log,insitu_log,before,7,ercy,Erodium,cygnorum,1,
t1,2021,6,12,6_12,log,insitu_log,before,11,ercy,Erodium,cygnorum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,7,erra,Erymophyllum,ramosum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,8,erra,Erymophyllum,ramosum,1,
t0,2020,4,26,4_26,open,open,NA,16,erra,Erymophyllum,ramosum,1,
t0,2020,4,thirty,4_30,open,open,NA,2,erra,Erymophyllum,ramosum,1,
t1,2021,4,9,4_9,log,gap,before,6,erra,Erymophyllum,ramosum,1,
t1,2021,4,9,4_9,log,gap,before,14,erra,Erymophyllum,ramosum,1,
t1,2021,4,thirty,4_30,open,open,NA,3,erra,Erymophyllum,ramosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,16,ersp,Erodium,sp.,1,Recorded as ERUR but no species to match code. Assumed and enetered Erodium sp.
t0,2020,2,1,2_1,log,gap,after,3,gite,Gilberta,tenuifolia,1,Recorded as gilberta but assumed and entered as GITE
t0,2020,2,1,2_1,log,gap,after,14,gite,Gilberta,tenuifolia,1,Recorded as gilberta but assumed and entered as GITE
t0,2020,2,1,2_1,log,gap,after,16,gite,Gilberta,tenuifolia,1,Recorded as gilberta but assumed and entered as GITE
t0,2020,2,1,2_1,log,gap,after,17,gite,Gilberta,tenuifolia,1,Recorded as gilberta but assumed and entered as GITE
t0,2020,2,2,2_2,log,insitu_pvc,before,1,gite,Gilberta,tenuifolia,1,Recorded as gilberta but assumed and entered as GITE
